timestamp	step	accuracy
1634580635228	0	0.7959333062171936
1634580641811	1	0.8654833436012268
1634580647771	2	0.881850004196167
1634580654194	3	0.8899499773979187
1634580660526	4	0.8963500261306763
1634580666905	5	0.9013500213623047
1634580674000	6	0.9056166410446167
